9    mettre tes                    mEt te                        viens r' mettre tes souliers a
13   desordre que                  de-zORd k2                    peu le desordre que tu
153  livre mais                    liv mE                        prends le livre mais fais attention
153  autres vont                   ot v§                         que les autres vont tomber
214  sucre que                     syk k2                        du sucre que c' est .
251  souffle sur                   suf syR                       i' souffle sur la fleur nicolas
284  arbre ce                      aRb s2                        est un arbre ce n'
339  montres la                    m§t la                        que tu montres la porte
400  cadre la                      kad la                        sur le cadre la .
407  etre toute                    Et tut                        maman va etre toute sale
425  mettre ton                    mEt t§                        un peu mettre ton #
524  livre tantot                  liv t@-tO                     mis le livre tantot ?
583  prendre donc                  pR@d d§k                      va bien prendre donc ?
588  prendre sais                  pR@d sE                       pas tout prendre sais tu
625  etre casse                    Et kas                        va encore etre casse plus
648  autre boite                   ot bwat                       dans l' autre boite i'
661  remettre la                   R°-mEt la                     va remettre la moto dans la
671  autre boite                   ot bwat                       dans l' autre boite .
672  autre boite                   ot bwat                       dans l' autre boite .
679  mettre tu                     mEt ty                        de la mettre tu es
713  autres cles                   ot kle                        mettais des autres cles ?
720  mettre tes                    mEt te                        va mettre tes souliers hein .
731  mettre ton                    mEt t§                        tu vas mettre ton soulier ?
733  autre bas                     ot ba                         l' autre bas oui .
754  mettre du                     mEt dy                        maman va mettre du cirage oui
768  mettre du                     mEt dy                        non pas mettre du cirage
777  attendre que                  a-t@d k2                      faut attendre que maman ait frotte
787  mettre la                     mEt la                        va t' mettre la .
790  mettre la                     mEt la                        va t' mettre la .
861  mettre tes                    mEt te                        va mettre tes souliers sur le
863  mettre les                    mEt le                        faut les mettre les souliers
872  autre musique                 ot my-zik                     encore une autre musique ?
927  autre sens                    ot s@s                        dans l' autre sens .
930  autre crayon                  ot kRE-j§                     l' autre crayon .
947  descendre remonter            de-s@d R°-m§-te               descendre remonter .
977  perdre tout                   pERd tu                       tu vas perdre tout tout
988  ouvre la                      uv la                         on ouvre la porte ?
1003 autre camion                  ot ka-mj§                     faudrait un autre camion un plus
30966autre tissu                   ot ti-sy                      apres l' autre tissu .
31004autre jour                    ot ZuR                        l' autre jour tu as joue
31006desordre que                  de-zORd k2                    peu le desordre que tu
31007livres donc                   liv d§k                       pousse les livres donc ?
31011mettre les                    mEt le                        on doit mettre les livres tous
31011livres tous                   liv tus                       mettre les livres tous bien
31034enregistre que                @R-Zist k2                    et on enregistre que tu touches
31126autre madame                  ot ma-dam                     encore une autre madame qui a
31144prendre l'                    pR@d l                        on va prendre l' auto
31147prendre l'                    pR@d l                        on va prendre l' auto .
31148prendre l'                    pR@d l                        on va prendre l' auto .
31154etre demain                   Et d°-m5                      avant d' etre demain ?
31158etre demain                   Et d°-m5                      pour etre demain il faut encore
31184autre beau                    ot bo                         a un autre beau livre
31193autre madame                  ot ma-dam                     chez une autre madame et
31193autre monsieur                ot m°-sj2                     et un autre monsieur cheri
31194autre maison                  ot mE-z§                      dans une autre maison .
31214etre son                      Et s§                         est peut etre son papa
31252autre valise                  ot va-liz                     dans l' autre valise la cheri
31292mettre tout                   mEt tu                        peu te mettre tout pres
31292table pour                    tab puR                       de la table pour voir
31302mettre ce                     mEt s2                        sais bien mettre ce qui
31307autre c'                      ot s'                         et l' autre c' est
31324livres la                     liv la                        des beaux livres la .
31326livres la                     liv la                        toi ces livres la ?
31334prendre les                   pR@d le                       bien va prendre les livres
31344prendre beaucoup              pR@d bo-ku                    peut en prendre beaucoup a
31361livres la                     liv la                        met les livres la madame
31368prendre montrer               pR@d m§-tRe                   un peu prendre montrer les
31368livres que                    liv k2                        montrer les livres que tu
31369livres que                    liv k2                        montrer les livres que tu
31436sable la                      sab la                        bac a sable la .
31443autre jack                    ot dZak                       est un autre jack ca
31495mettre ses                    mEt se                        peut pas mettre ses doigts
31496mettre ses                    mEt se                        peut pas mettre ses doigts
31527lettres pas                   lEt pa                        des lettres pas des cartes des
31530lettre ca                     lEt sa                        pas une lettre ca .
31551mettre les                    mEt le                        pour mettre les sous ?
31559oncle maxi                    §k mak-si                     et mon oncle maxi qui
31566lettre dedans                 lEt d°-d@                     a une lettre dedans .
31568lettres comme                 lEt kOm                       des grandes lettres comme ca
31606enregistre convenablement     @R-Zist k§v-na-bl°-m@         qu' on enregistre convenablement si
31607mettre comme                  mEt kOm                       de te mettre comme ca
31615propre ca                     pROp sa                       est pas propre ca .
31663mettre sur                    mEt syR                       marionnette pour mettre sur ta
31721semble qu'                    s@b k                         il me semble qu' il y
31725lettre que                    lEt k2                        justement la lettre que tu aimes
31745lettres sont                  lEt s§                        les lettres sont dans la bouche
31780lettre la                     lEt la                        abime cette lettre la ?
31799prendre tes                   pR@d te                       prendre tes pantoufles .
31804mettre tes                    mEt te                        allez viens mettre tes pantoufles maintenant
31804pantoufles maintenant         p@-tuf m5t-n@                 mettre tes pantoufles maintenant .
31843autre cote                    ot kOt                        de l' autre cote oui
31845mettre dans                   mEt d@                        pour le mettre dans l'
31854autre quoi                    ot kwa                        une autre quoi ?
31865souffle ton                   suf t§                        t' auras souffle ton nez
31868souffle ton                   suf t§                        allez souffle ton nez maintenant .
31869souffle plus                  suf ply                       plus fort souffle plus fort .
31871renifle chaque                R°-nif Sak                    bebe qui renifle chaque fois
31888etre toutes                   Et tut                        elles vont etre toutes abimees voila
31889lettres maintenant            lEt m5t-n@                    regarde tes lettres maintenant .
31904souffle que                   suf k2                        i' n' souffle que de
31906propre dans                   pROp d@                       est pas propre dans la
31944lettre sais                   lEt sE                        bien ses lettre sais tu
31985autre jour                    ot ZuR                        fait l' autre jour ?
32015prendre sais                  pR@d sE                       va le prendre sais tu
32066autre maison                  ot mE-z§                      dans une autre maison ?
32093autre lacet                   ot la-sE                      est l' autre lacet ?
32096autre lacet                   ot la-sE                      est l' autre lacet ?
32123ensemble moi                  @-s@b mwa                     t' attacher ensemble moi les
32148enregistre toi                @R-Zist twa                   on t' enregistre toi .
32255entre tes                     @t te                         serre le entre tes p'
32274autre chose                   ot Soz                        maman fera autre chose si tu
32342prendre prendre               pR@d pR@dR                    peut pas prendre prendre des
32342prendre des                   pR@d de                       pas prendre prendre des choses
32349etre trop                     Et tRo                        tu vas etre trop tard .
32432puzzle non                    p9z n§                        hein l' puzzle non .
32484etre gentil                   Et Z@-ti                      tu vas etre gentil ?
32489autres petits                 ot p°-tiz                     laisser les autres petits enfants
32490rendre visite                 R@d vi-zit                    ils viennent rendre visite .
32491etre poli                     Et po-li                      il faut etre poli hein
32497rendre visite                 R@d vi-zit                    tu venais rendre visite a
32498autres jouer                  ot Zwe                        laisser les autres jouer avec
32504ensemble tous                 @-s@b tu                      allez jouer ensemble tous les
32542lettres sont                  lEt s§                        oui les lettres sont .
32601mettre son                    mEt s§                        va aller mettre son son
32614autre mouchoir                ot mu-SwaR                    un autre mouchoir ?
32649souffle souffle               suf sufl                      souffle souffle cheri .
32649souffle cheri                 suf Se-Ri                     souffle souffle cheri .
32669ouvre pas                     uv pa                         ne l' ouvre pas .
32678mettre sur                    mEt syR                       est pour mettre sur les
32693autre dans                    ot d@                         a d' autre dans l'
32701autre chose                   ot Soz                        a encore autre chose dans
32715ouvre pas                     uv pa                         ne l' ouvre pas .
32722descendre dans                de-s@d d@                     il va descendre dans quelques minutes
32731rentre dans                   R@t d@                        c' est rentre dans la boite
32767mettre dans                   mEt d@                        te le mettre dans quelques
32771prendre quoi                  pR@d kwa                      tu veux prendre quoi ?
32777pantoufles sont               p@-tuf s§                     regarde tes pantoufles sont la .
32813sable toi                     sab twa                       dans l' sable toi .
32825montres ton                   m§t t§                        tu montres ton pepet a l'
32831livres qui                    liv ki                        tous les livres qui sont
32832livres la                     liv la                        tous ces livres la ?
32868ouvre le                      uv l2                         ouvre le jambes hein stephane .
32900mettre tes                    mEt te                        plus mettre tes doigts contre hein
32946autres jours                  ot ZuR                        comme les autres jours .
32955mettre la                     mEt la                        veux les mettre la ?
33032souffle tres                  suf tRE                       qui a souffle tres fort
33072livres de                     liv d2                        ai deux livres de belles
33073livre d'                      liv d                         ai un livre d' histoire
33074livre d'                      liv d                         un livre d' histoire avec deux
33222mettre son                    mEt s§                        assiette pour mettre son gateau
33229etre que                      Et k2                         et peut etre que si
33237entre dans                    @t d@                         bear il entre dans la
33310propre chez                   pROp Se                       i' fait propre chez bear
33392mettre la                     mEt la                        i' faut mettre la table ?
33401mettre ma                     mEt ma                        tu peux mettre ma pantoufle .
33454mettre sur                    mEt syR                       les r' mettre sur le
33519coudre sais                   kud sE                        de a coudre sais tu
33525etre des                      Et de                         messieurs vont etre des madames
33529perdre l'                     pERd l                        pas la perdre l' aiguille
33537prendre qu'                   pR@d k                        i' faudrait prendre qu' est
33540mettre son                    mEt s§                        maman va mettre son gilet .
33545mettre ton                    mEt t§                        tu veux mettre ton gilet
33549mettre ton                    mEt t§                        tu veux mettre ton gilet ?
33626ouvre tes                     uv te                         ouvre tes ciseaux .
33718mettre dessus                 mEt d°-sy                     creme pour mettre dessus ?
33734enregistre stephane           @R-Zist ste-fan               on enregistre stephane .
33922mettre sur                    mEt syR                       veux l' mettre sur ton
34026remettre si                   R°-mEt si                     de l' remettre si tu
34050autre quand                   ot k@                         tenir l' autre quand tu
34117contre la                     k§t la                        vas aller contre la roue
34240mordre quand                  mORd k@t                      pour pouvoir mordre quand elle
34246etre parce                    Et paRs                       peut etre parce qu' elle avait
34252etre plus                     Et ply                        elle va etre plus grande
34286mettre ca                     mEt sa                        elle veut mettre ca dans le
34300mettre ca                     mEt sa                        tu peux mettre ca a ton
34316mettre c'                     mEt s'                        tu vas mettre c' que tu
34328autre chapeau                 ot Sa-po                      mets un autre chapeau ?
34333mettre tous                   mEt tu                        vas les mettre tous les
34350mettre sur                    mEt syR                       pas l' mettre sur samantha
34404mettre la                     mEt la                        vas t' mettre la parce
34432mettre dans                   mEt d@                        grand pour mettre dans ta
34445mettre le                     mEt l2                        toi pour mettre le #
34447perdre tes                    pERd te                       train d' perdre tes culottes
34460mettre la                     mEt la                        a voulu mettre la tv
34532ouvres le                     uv l2                         tu ouvres le cadeau maitenant ?
34594mettre la                     mEt la                        va le mettre la aussi
34595autre morceau                 ot mOR-so                     est l' autre morceau pour
34605mettre de                     mEt d2                        va les mettre de l'
34605autre cote                    ot kOt                        de l' autre cote .
34609autre cote                    ot kOt                        de l' autre cote .
34612autre cote                    ot kOt                        de l' autre cote la
34626mettre la                     mEt la                        pas le mettre la .
34648mettre le                     mEt l2                        on va mettre le collier comme
34659prendre du                    pR@d dy                       maintenant va prendre du fil
34660prendre du                    pR@d dy                       oui faut prendre du fil
34680mettre les                    mEt le                        pour mettre les perles dedans .
34700autre perle                   ot pERl                       prends l' autre perle maintenant
34718souffle souffle               suf sufl                      ha alle souffle souffle .
34719souffle souffle               suf sufl                      alle souffle souffle .
34735autre perle                   ot pERl                       chercher une autre perle maintenant
34779prendre maintenant            pR@d m5t-n@                   on doit prendre maintenant ?
34785autres si                     ot si                         bouger les autres si tu
34804montre moi                    m§t mwa                       lala alle montre moi laquelle
34804prendre maintenant            pR@d m5t-n@                   on va prendre maintenant .
34808autre collier                 ot ko-lje                     faire l' autre collier .
34873autre paire                   ot pER                        est une autre paire de
34878table cheri                   tab Se-Ri                     sur la table cheri .
34881autre collier                 ot ko-lje                     tiens un autre collier tiens
34912enregistre pas                @R-Zist pa                    on n' enregistre pas grand chose
34975prendre sa                    pR@d sa                       papa va prendre sa veste .
35013coudre des                    kud de                        pour coudre des boutons .
35025autre chose                   ot Soz                        un peu autre chose va
35053autres dessins                ot de-s5                      fais des autres dessins .
35077etre te                       Et t2                         veux peut etre te dessiner
35082etre toi                      Et twa                        peut etre toi .
35145capable de                    ka-pab d2                     est pas capable de faire
35159mettre son                    mEt s§                        la pour mettre son doigt
35212mettre les                    mEt le                        est pour mettre les les
35215livres de                     liv d2                        regarde tes livres de la
35218livres sur                    liv syR                       etait des livres sur les
35220livre sur                     liv syR                       etait un livre sur les
35278autre cote                    ot kOt                        de l' autre cote .
35280autre cote                    ot kOt                        de l' autre cote stephan .
35317prendre si                    pR@d si                       peus la prendre si tu
35318prendre maintenant            pR@d m5t-n@                   peus la prendre maintenant si
35376etre grand                    Et gR@                        veus pas etre grand toi
35473ouvre la                      uv la                         la souris ouvre la porte
35478mettre des                    mEt de                        puis mettre des clous .
35505autre chique                  ot Sik                        mange ton autre chique va
35525mettre les                    mEt le                        pas ete mettre les pantoufles
35526mettre tes                    mEt te                        vais t' mettre tes tes
35529sable tout                    sab tu                        tout le sable tout le
35529sable tout                    sab tu                        tout le sable tout le
35529sable tout                    sab tu                        tout le sable tout le
35543quatre des                    kat de                        en a quatre des raquettes
35553mettre tes                    mEt te                        un peu mettre tes souliers
35556mettre tes                    mEt te                        je puisse mettre tes souliers
35611ouvre ca                      uv sa                         ouvre ca .
35645etre que                      Et k2                         peut etre que peut etre que
35645etre que                      Et k2                         que peut etre que t'
35652mettre sur                    mEt syR                       pour mettre sur le siege .
35687remettre dans                 R°-mEt d@                     faut l' remettre dans .
35689fondre sinon                  f§d si-n§                     il va fondre sinon .
35713enregistre qu'                @R-Zist k                     t' aura enregistre qu' est-ce
35752mettre dans                   mEt d@                        dois les mettre dans la
35769autres qui                    ot ki                         rait des autres qui allaient
35773autres qui                    ot ki                         des autres qui aillent mieux .
35778etre sale                     Et sal                        ca va etre sale .
35831prendre de                    pR@d d2                       besoin de prendre de sigros
35854mettre tes                    mEt te                        on va mettre tes bou
35855mettre les                    mEt le                        on va mettre les bougies
35856mettre la                     mEt la                        sait pas mettre la bougie
35858mettre ta                     mEt ta                        mettre ta bougie sur quoi ?
35870mettre tes                    mEt te                        on va mettre tes bou
35902ouvre pas                     uv pa                         on n' ouvre pas .
35926ouvre la                      uv la                         ouvre la porte et dis lui
35983mettre de                     mEt d2                        pas pour mettre de l'
36004mettre derriere               mEt dE-RjER                   people pour mettre derriere dans
36028mettre de                     mEt d2                        il veut mettre de l' eau
36121autre bras                    ot bRa                        moi l' autre bras .
36145propre mais                   pROp mE                       nez est propre mais enfin
36164rentre dans                   R@t d@                        sable i' rentre dans ton
36170autres savons                 ot sa-v§                      avec les autres savons ?
36175sable s'                      sab s                         tout l' sable s' en
36181sable dehors                  sab d°-OR                     partir le sable dehors .
36211etre sure                     Et syR                        nant pour etre sure que
36367mettre quelque                mEt kElk                      tu veux mettre quelque chose la
36386ouvre plus                    uv ply                        ouvre plus fort .
36409prendre tout                  pR@d tu                       vas pas prendre tout ca
36467mettre pour                   mEt puR                       pour le mettre pour qu' i'
36523vendre ton                    v@d t§                        elle ira vendre ton chapeau
36606attendre qu'                  a-t@d k                       j' dois attendre qu' il
36610mettre ton                    mEt t§                        tu peux mettre ton doigt
36716autre qu'                     ot k                          alors l' autre qu' est-ce que
37119prendre quoi                  pR@d kwa                      j' dois prendre quoi ?
37120livres j'                     liv Z'                        des livres j' dois tenir les
37126livres si                     liv si                        abimer les livres si tu
37149mettre ca                     mEt sa                        i' faut mettre ca #
37252sable le                      sab l2                        pas mon sable le sable
37252sable par                     sab paR                       sable le sable par terre
37260livres pour                   liv puR                       pris des livres pour toi
37264autre jour                    ot ZuR                        chercher un autre jour .
37265livres sur                    liv syR                       etaient des livres sur curious
37270livres sur                    liv syR                       a des livres sur curious
37326etre gentil                   Et Z@-ti                      vas etre gentil avec matthew ?
37329etre gentil                   Et Z@-ti                      tu vas etre gentil avec
37394mettre sur                    mEt syR                       on peut mettre sur du
37397mettre du                     mEt dy                        on peut mettre du sable
37399sable pour                    sab puR                       bien du sable pour eteindre
37444remettre cheri                R°-mEt Se-Ri                  va l' remettre cheri .
37446remettre dans                 R°-mEt d@                     va l' remettre dans l' placard
37452contre le                     k§t l2                        contre le mur .
37464mettre sur                    mEt syR                       est pour mettre sur le
37493mettre sur                    mEt syR                       et l' mettre sur le feu
37496prendre tout                  pR@d tu                       va l' prendre tout pres
37519ouvre pas                     uv pa                         n' l' ouvre pas la
37609autre sens                    ot s@s                        dans l' autre sens si tu
37636autre film                    ot film                       mettra un autre film si
37655mettre dedans                 mEt d°-d@                     sait plus mettre dedans maint'
37680quatre bougies                kat bu-Zi                     on mettra quatre bougies comme
37681quatre comme                  kat kOm                       quatre comme ca .
37682quatre bougies                kat bu-Zi                     toutes les quatre bougies ?
37764table dans                    tab d@                        sur la table dans la
37843etre qu'                      Et k                          peut etre qu' il est dessus
37966quatre cinq                   kat s5k                       deux trois quatre cinq .
37968quatre cinq                   kat s5k                       deux trois quatre cinq .
37969quatre cinq                   kat s5k                       deux trois quatre cinq .
37971quatre cinq                   kat s5k                       deux trois quatre cinq .
37978etre fini                     Et fi-ni                      va bientot etre fini .
38009mettre ton                    mEt t§                        tu peux mettre ton ton
38016livres comme                  liv kOm                       et des livres comme ca
38119mettre ca                     mEt sa                        on va mettre ca la
38127sable tantot                  sab t@-tO                     dans l' sable tantot .
38130sable qu'                     sab k                         blanc le sable qu' tu
38146etre fort                     Et fOR                        mieux d' etre fort pour
38158mettre le                     mEt l2                        essaye de mettre le bateau
38211mettre tout                   mEt tu                        tu vas mettre tout ca
38257rentres chez                  R@t Se                        i' sont rentres chez dans
38305autre lac                     ot lak                        un autre lac oui ?
38351livres d'                     liv d                         a deux livres d' histoire
38354livres de                     liv d2                        a deux livres de la
38403montre de                     m§t d2                        dans la montre de maman .
38460battre les                    bat lez                       est pour battre les oeufs
38490mettre sur                    mEt syR                       on doit mettre sur les
38544prendre l'                    pR@d l                        on va prendre l' auto
38590mettre sur                    mEt syR                       roues pour mettre sur ses
38629autre bureau                  ot by-Ro                      un autre bureau ?
38659rentre le                     R@t l2                        de javier rentre le velo
38661rentres le                    R@t l2                        aussi tu rentres le velo
38662rentre pas                    R@t pa                        ravier ne rentre pas son velo
38797mettre sur                    mEt syR                       ou pour mettre sur le
38809livres la                     liv la                        chercher les livres la .
38836autre moment                  ot mo-m@                      a un autre moment stephane
38857autre jour                    ot ZuR                        bibliotheque l' autre jour .
38912votre maman                   vOt ma-m@                     votre maman donne la canne a
38923montre des                    m§t de                        on a montre des films aujourd'hui
38926montre des                    m§t de                        on a montre des photos
38959entendre sur                  @-t@d syR                     pas t' entendre sur l'
39018enregistre mon                @R-Zist m§                    on t' enregistre mon coeur
39088ouvre pas                     uv pa                         non n' ouvre pas l' sachet
39107autre chose                   ot Soz                        prends autre chose .
39158etre fatigue                  Et fa-tig                     veux pas etre fatigue ?
39180autres faire                  ot fER                        laisser les autres faire ca
39183autres faire                  ot fER                        laisser les autres faire des
39184reprendre ton                 R°-pR@d t§                    i' faut reprendre ton velo
39189etre que                      Et k2                         que peut etre que maint'
39190etre qu'                      Et k                          peut etre qu' il est grand
39211arbres qui                    aRb ki                        branches des arbres qui etaient
39248perdre sa                     pERd sa                       train de perdre sa ceinture
39265enregistre pas                @R-Zist pa                    ca n' enregistre pas ?
39273reprendre ces                 R°-pR@d se                    on va reprendre ces livres~la en
39293autre moto                    ot mo-to                      une autre moto ?
39320mettre dans                   mEt d@                        eatait pour mettre dans la
39333mettre ses                    mEt se                        est pour mettre ses mains
39350livre pour                    liv puR                       est un livre pour toi
39374mettre des                    mEt de                        est pour mettre des choses
39472contre l'                     k§t l                         l' un contre l' autre
39474mettre les                    mEt le                        il faut mettre les deux
39474contre l'                     k§t l                         au un contre l' autre
39619entre les                     @t le                         l' eau entre les deux
39683mettre mains                  mEt m5                        maman va mettre mains ses mains
39713entendre stephane             @-t@d ste-fan                 sait plus entendre stephane .
39715enregistre plus               @R-Zist ply                   i' n' enregistre plus .
39731mettre ses                    mEt se                        eau pour mettre ses pieds
39734autres petits                 ot p°-tiz                     tous les autres petits enfants
39746offres pas                    Of pa                         tu n' offres pas de baisers
39829rentre dans                   R@t d@                        rentre dans la maison parce qu'
39829entendre tout                 @-t@d tu                      on va entendre tout l'
39854mettre dans                   mEt d@                        va l' mettre dans son
39896ventres des                   v@t de                        dans les ventres des mamans
39903mettre sur                    mEt syR                       te pour mettre sur le
39996montre pas                    m§t pa                        n' te montre pas c'
40000montre c'                     m§t s'                        qu' maman montre c' qu'
40019prendre l'                    pR@d l                        peux l' prendre l' avion .
40060mettre la                     mEt la                        faut l' mettre la .
40061mettre ca                     mEt sa                        i' faut mettre ca .
40474autre quand                   ot k@                         fais d' autre quand tu
40650etre que                      Et k2                         ben peut etre que tu r'
40774mettre la                     mEt la                        est pour mettre la ca
40782mettre la                     mEt la                        place pour mettre la porte
40783mettre des                    mEt de                        tu vas mettre des caisses la
40784mettre la                     mEt la                        on va mettre la #
40785mettre les                    mEt le                        on va mettre les portes si
40831mettre les                    mEt le                        mettre les skis oui .
40837mettre bien                   mEt bj5                       doit les mettre bien droit
40939mettre quoi                   mEt kwa                       elle va mettre quoi ?
40952mettre les                    mEt le                        faut pas mettre les souliers ce
40955mettre tout                   mEt tu                        faut les mettre tout pres de
40999mettre des                    mEt de                        temps a mettre des chapeaux
41043mettre des                    mEt de                        tu dois mettre des monsieurs
41054pauvre femme                  pov fam                       pauvre femme elle est coupee en
41076possible que                  po-sib k2                     est bien possible que si
41098mettre donc                   mEt d§k                       doit lui mettre donc mamy
41162perdre des                    pERd de                       on va perdre des morceaux
41310pauvre monsieur               pov m°-sj2                    le pauvre monsieur il n' en
41374autre tres                    ot tRE                        de l' autre tres vite
41377autre cote                    ot kOt                        de l' autre cote .
41379autre c'                      ot s'                         pareil l' autre c' est
41379autre cote                    ot kOt                        de l' autre cote .
41395ouvre le                      uv l2                         ouvre le sachet si tu veux
41408autre sens                    ot s@s                        dans l' autre sens stephane .
41452autre petite                  ot p°-tit                     est l' autre petite piece
41473mettre debout                 mEt d°-bu                     pour les mettre debout .
41474mettre sur                    mEt syR                       peut l' mettre sur son
41510descendre plus                de-s@d ply                    il faut descendre plus tard
41530ouvre pas                     uv pa                         ne l' ouvre pas trop
41566montre ca                     m§t sa                        a fait montre ca ?
41570mettre dans                   mEt d@                        dois lui mettre dans sa
41575mettre la                     mEt la                        pas de mettre la selle
41586mettre la                     mEt la                        encore de mettre la selle
41642autre va                      ot va                         l' autre va v' nir aussi
41763mettre la                     mEt la                        vont se mettre la et
41782etre tout                     Et tu                         va etre tout casse .
41787autre bateau                  ot ba-to                      encore un autre bateau ?
41817autre bateau                  ot ba-to                      porte un autre bateau ?
41941livre pour                    liv puR                       dans mon livre pour regarder
41964autre que                     ot k2                         quoi dh autre que je
41973autre monsieur                ot m°-sj2                     et un autre monsieur qui a
41979autre monsieur                ot m°-sj2                     avait un autre monsieur qui
41986siffle ca                     sif sa                        quand i' siffle ca veut dire
42030siffle donc                   sif d§k                       qu' il siffle donc ?
42090enregistre d'                 @R-Zist d                     on t' enregistre d' aller
42182livre d'                      liv d                         trouve ton livre d' histoire
42284arbre tout                    aRb tu                        p' tit arbre tout pres
42288arbre dans                    aRb d@                        laisse l' arbre dans son
42289arbre qui                     aRb ki                        est un arbre qui a
42312etre toute                    Et tut                        elle va etre toute quoi ?
42313etre toute                    Et tut                        elle va etre toute cassee la
42321entre dans                    @t d@                         et il entre dans la belle
42334rentre dans                   R@t d@                        il est rentre dans la maison
42374souffle la                    suf la                        i' souffle la maison ?
42431autre cote                    ot kOt                        de l' autre cote .
42432autre petit                   ot p°-ti                      d' un autre petit bonhomme
42443autres peuvent                ot p9v                        que les autres peuvent passer
42455mettre ta                     mEt ta                        soin d' mettre ta ton
42457mettre dessus                 mEt d°-sy                     de t' mettre dessus .
42525prendre le                    pR@d l2                       on va prendre le circuit le
42561mettre les                    mEt le                        va les mettre les p'
42594etre grand                    Et gR@                        i' faut etre grand pour conduire
42609autres tu                     ot ty                         non les autres tu n' peux
42624mettre des                    mEt de                        mettre des barrieres .
42689enregistre pour               @R-Zist puR                   je t' enregistre pour le moment
42705etre qu'                      Et k                          peut etre qu' on peut demander
42779mettre la                     mEt la                        on va mettre la boite
42787mettre dans                   mEt d@z                       jamais rien mettre dans une prise
42791propre de                     pROp d2                       est pas propre de laisser
42821autres legos                  ot lE-go                      etaient tes autres legos .
42823autre boite                   ot bwat                       dans une autre boite ?
42828table la                      tab la                        une petite table la .
42851mettre tous                   mEt tu                        hein pour mettre tous tes
42853mettre sur                    mEt syR                       tv pour mettre sur le
42873ensemble sais                 @-s@b sE                      les ranger ensemble sais tu
42875prendre quelque               pR@d kElk                     a aller prendre quelque chose
42877mettre pres                   mEt pRE                       vas la mettre pres d'
42891mettre les                    mEt le                        ne pas mettre les lampres
42943notre voiture                 nOt vwa-tyR                   neige sur notre voiture .
42967fondre la                     f§d la                        ca fait fondre la nei .
42968notre voiture                 nOt vwa-tyR                   ssous de notre voiture ?
42991mettre dans                   mEt d@                        faut l' mettre dans ta
43042prendre la                    pR@d la                       j' vais prendre la voiture
43054autre voiture                 ot vwa-tyR                    avec une autre voiture par
43079propre l'                     pROp l                        sera toute propre l' auto
43103mettre le                     mEt l2                        bien de mettre le feu
43104mettre le                     mEt l2                        c' est mettre le feu
43117mettre de                     mEt d2                        matelas pour mettre de l'
43140autre pin                     ot p5                         pas une autre pin pinto
43190lettres pour                  lEt puR                       aura des lettres pour maman
43191lettres qui                   lEt ki                        attend des lettres qui viennent
43212etre bien                     Et bj5                        c' est etre bien gentil
43304semble que                    s@b k2                        i' m' semble que ca renverse
43312mettre le                     mEt l2                        faut il mettre le train
43355montre comment                m§t ko-m@                     je te montre comment on
43363couvercle de                  ku-vERk d2                    moi le couvercle de la
43403pauvre bateau                 pov ba-to                     oh pauvre bateau .
43436etre pas                      Et pa                         a peut etre pas fait
43477souffle sur                   suf syR                       vent i souffle sur la
43493etre tres                     Et tRE                        i faut etre tres grand
43551mettre ton                    mEt t§                        tu veux mettre ton train dans
43578etre toute                    Et tut                        batterie va etre toute dechargee
43608etre fini                     Et fi-ni                      va bientot etre fini .
43620mettre ta                     mEt ta                        dire pas mettre ta bouche
43622mettre la                     mEt la                        ne pas mettre la bouche
43628exemple je                    Eg-z@p Z2                     par exemple je crois que si
43655mettre dans                   mEt d@                        du la mettre dans l'
43655autre sens                    ot s@s                        dans l' autre sens .
43673descendre de                  de-s@d d2                     i' vont descendre de l' auto
43674rentre dans                   R@t d@                        qui est rentre dans le
43722attendre pour                 a-t@d puR                     dit d' attendre pour tantotmais
43752mettre sur                    mEt syR                       bien l' mettre sur son
43754montre le                     m§t l2                        montre le moi un peu .
43777autres bottes                 ot bOt                        sont ses autres bottes hein
43797autre cargaison               ot kaR-gE-z§                  fais une autre cargaison d'
43832mettre dedans                 mEt d°-d@                     piece pour mettre dedans .
43836autre ca                      ot sa                         voila l' autre ca l'
43872autre bateau                  ot ba-to                      pris un autre bateau .
43873autres vacances               ot va-k@s                     pendant les autres vacances on
43889entre par                     @t paR                        on est entre par la porte
43938autre c'                      ot s'                         encore un autre c' est
43939autres lego                   ot le-go                      as encoredeux autres lego ?
43944autre jouet                   ot ZwE                        # un autre jouet ?
43945autre jouet                   ot ZwE                        un quel autre jouet ?
43986remettre tes                  R°-mEt te                     viens remettre tes lego dans la
44003mettre tes                    mEt te                        vais r' mettre tes lego
44046pauvres petits                pov p°-ti                     oh les pauvres petits coqs .
44058mettre sur                    mEt syR                       va l' mettre sur le
44089desordre dans                 de-zORd d@                    trop d' desordre dans l'
44089coffre sais                   kOf sE                        dans l' coffre sais tu
44100mettre le                     mEt l2                        pour mettre le nom le numero
44128descendre beaucoup            de-s@d bo-ku                  on doit descendre beaucoup des escaliers
44181mettre le                     mEt l2                        place pour mettre le livre
44181livre c'                      liv s'                        mettre le livre c' est
44286coffre sur                    kOf syR                       fermes le coffre sur tes
44307etre penche                   Et p@S                        i' va etre penche ?
44314mettre le                     mEt l2                        i' faut mettre le crochet
44359pauvres vaches                pov vaS                       les pauvres vaches .
44362pauvre vache                  pov vaS                       tombee la pauvre vache .
44428etre ce                       Et s2                         ca va etre ce qu' tu
